"","Corr"
"3170",0.167216
"3171",0.228342
"3172",0.132679
"3173",0.225993
"3174",NA
"3175",-0.0245543
"3176",0.0151441
"3177",0.225759
"3178",0.261123
"3179",0.303747
"3180",0.226244
"3181",0.355984
"3182",0.17749
"3183",0.204389
"3184",0.16359
"3185",0.0464009
"3186",0.120671
"3187",0.219121
"3188",NA
"3189",0.168357
"3190",0.31534
"3191",0.238157
"3192",0.300301
"3193",0.263952
"3194",0.218439
"3195",0.249985
"3196",0.117925
"3197",0.0876621
"3198",0.153828
"3199",0.215124
"3200",0.17141
"3201",0.284723
"3202",0.229208
"3203",0.165536
"3204",0.136158
"3205",0.0413314
"3206",0.117518
"3207",0.0701295
"3208",0.216759
"3209",0.128872
"3210",0.31611
"3211",0.0134081
"3212",0.211325
"3213",0.113329
"3214",0.156914
"3215",0.213731
"3216",NA
"3217",0.0970805
"3218",0.0841457
"3219",0.25876
"3220",0.0872337
"3221",0.0760439
"3222",-0.00856092
"3223",0.224024
"3224",0.27956
"3225",0.104762
"3226",0.170881
"3227",0.217462
"3228",0.206616
"3229",0.295847
"3230",0.233167
"3231",0.0442147
"3232",NA
"3233",0.0982939
"3234",0.0788025
"3235",0.154603
"3236",0.124022
"3237",0.136614
"3238",0.179193
"3239",0.313752
"3240",0.0588904
"3241",0.272126
"3242",0.140863
"3243",0.201615
"3244",0.171881
"3245",0.15777
"3246",0.235464
"3247",0.155357
"3248",0.0989806
"3249",0.19056
"3250",0.279096
"3251",0.137736
"3252",0.0875715
"3253",0.163053
"3254",0.398801
"3255",0.134802
"3256",0.171846
"3257",0.155739
"3258",0.0560431
"3259",0.163343
"3260",0.206192
"3261",0.238381
"3262",0.324179
"3263",0.242903
"3264",0.272164
"3265",0.143232
"3266",0.259918
"3267",0.187954
"3268",-0.0467624
"3269",0.112682
"3270",0.194849
"3271",0.134949
"3272",0.182159
"3273",0.208527
"3274",0.30549
"3275",0.223252
"3276",0.166241
"3277",0.233858
"3278",0.199254
"3279",0.203604
"3280",0.0289132
"3281",0.251807
"3282",0.261991
"3283",0.26159
"3284",0.310073
"3285",0.271955
"3286",0.139068
"3287",0.0813505
"3288",0.108571
"3289",0.118626
"3290",0.107216
"3291",0.215581
"3292",0.247195
"3293",0.251378
"3294",0.0514985
"3295",0.0644571
"3296",0.111306
"3297",0.128901
"3298",0.222214
"3299",0.0702118
"3300",0.0706233
"3301",0.192784
"3302",0.229031
"3303",0.157816
"3304",0.161613
"3305",0.0268058
"3306",0.201371
"3307",0.375687
"3308",0.0619819
"3309",0.110116
"3310",0.31179
"3311",0.109002
"3312",0.226905
"3313",0.264929
"3314",0.0729156
"3315",0.0469201
"3316",0.0828381
"3317",0.105294
"3318",0.128966
"3319",0.120322
"3320",0.0835391
"3321",0.215737
"3322",0.274883
"3323",0.0186847
"3324",0.216447
"3325",0.291708
"3326",0.157046
"3327",0.205821
"3328",0.155855
"3329",0.202231
"3330",0.116769
"3331",0.0924324
"3332",0.300405
"3333",0.273665
"3334",NA
"3335",0.145804
"3336",0.171577
"3337",0.312473
"3338",0.10695
"3339",0.190471
"3340",0.138503
"3341",0.000615222
"3342",0.101389
"3343",0.213633
"3344",0.185427
"3345",0.229066
"3346",0.212179
"3347",0.248804
"3348",0.117574
"3349",0.305987
"3350",0.159924
"3351",0.0830689
"3352",0.0930859
"3353",0.219438
"3354",0.0321668
"3355",0.198426
"3356",0.184588
"3357",0.185644
"3358",0.33685
"3359",0.142341
"3360",0.201305
"3361",0.23854
"3362",0.129749
"3363",0.0515788
"3364",0.206027
"3365",0.195232
"3366",0.179829
"3367",0.283884
"3368",0.266767
"3369",0.183408
"3370",0.0829092
"3371",0.0322572
"3372",0.0540063
"3373",0.164158
"3374",0.25763
"3375",0.182985
"3376",0.270724
"3377",0.121186
"3378",0.263124
"3379",0.183824
"3380",0.234789
"3381",0.215308
"3382",NA
"3383",0.0751244
"3384",0.181702
"3385",0.287551
"3386",0.0766594
"3387",0.0501225
"3388",NA
"3389",0.235057
"3390",0.346084
"3391",0.175707
"3392",0.201219
"3393",0.283837
"3394",0.162322
"3395",0.36573
"3396",0.174128
"3397",0.0659766
"3398",0.111965
"3399",0.204447
"3400",0.00325692
"3401",0.159285
"3402",0.133229
"3403",0.179209
"3404",0.258822
"3405",0.243578
"3406",0.0385496
"3407",0.152038
"3408",0.233792
"3409",0.215965
"3410",0.259657
"3411",0.174496
"3412",0.219722
"3413",0.143239
"3414",0.278971
"3415",0.268377
"3416",0.277627
"3417",0.262978
"3418",0.26407
"3419",0.318769
"3420",0.31099
"3421",0.226314
"3422",0.158191
"3423",0.268702
"3424",0.187585
"3425",0.126915
"3426",0.212797
"3427",NA
"3428",0.397271
"3429",0.305295
"3430",0.327683
"3431",0.337261
"3432",0.27843
"3433",0.288828
"3434",0.208007
"3435",0.176482
"3436",0.231728
"3437",0.122752
"3438",0.198926
"3439",0.185391
"3440",0.240005
"3441",0.125506
"3442",0.285492
"3443",0.244433
"3444",0.296558
"3445",0.398729
"3446",0.111144
"3447",0.354023
"3448",0.365503
"3449",0.24374
"3450",0.310337
"3451",0.313948
"3452",0.216463
"3453",0.17617
"3454",0.228342
"3455",0.132019
"3456",0.189778
"3457",0.285149
"3458",0.414836
"3459",0.305155
"3460",0.249024
"3461",0.158714
"3462",0.197126
"3463",0.194468
"3464",0.248398
"3465",0.122175
"3466",NA
"3467",0.207491
"3468",0.0805234
"3469",0.072341
"3470",0.0787657
"3471",0.0555405
"3472",0.235096
"3473",0.223141
"3474",0.147525
"3475",0.305851
"3476",0.277796
"3477",0.296029
"3478",0.246224
"3479",0.269122
"3480",0.154082
"3481",0.10656
"3482",0.148894
"3483",0.146856
"3484",0.165381
"3485",0.187587
"3486",0.207181
"3487",0.258231
"3488",0.250523
"3489",0.00671853
"3490",0.147064
"3491",0.237091
"3492",0.198556
"3493",0.283887
"3494",0.199827
"3495",0.230666
"3496",0.270629
"3497",0.239961
"3498",0.313613
"3499",0.232715
"3500",0.200354
"3501",0.247436
"3502",0.221346
"3503",0.257067
"3504",0.255026
"3505",0.288879
"3506",0.207501
"3507",0.193348
"3508",0.254006
"3509",0.233546
"3510",0.110074
"3511",0.294429
"3512",0.280796
"3513",0.287152
"3514",0.232776
"3515",0.241948
"3516",0.257319
"3517",0.161167
"3518",0.231741
"3519",0.28858
"3520",0.194387
"3521",0.165417
"3522",0.186069
"3523",0.124689
"3524",0.228205
"3525",0.310148
"3526",0.312384
"3527",0.373739
"3528",0.296143
"3529",0.1305
"3530",0.34508
"3531",0.357722
"3532",0.31583
"3533",0.319052
"3534",0.270099
"3535",0.154796
"3536",0.182589
"3537",0.211321
"3538",0.152029
"3539",0.191197
"3540",0.270518
"3541",0.331067
"3542",0.309606
"3543",0.138539
"3544",0.098882
"3545",0.0897163
"3546",0.164736
"3547",0.279643
"3548",0.0942381
"3549",0.165031
"3550",0.216713
"3551",NA
"3552",0.110767
"3553",0.128414
"3554",0.0202407
"3555",0.260942
"3556",0.266708
"3557",0.0656184
"3558",0.263767
"3559",0.318988
"3560",0.207826
"3561",0.25514
"3562",0.26831
"3563",0.165126
"3564",0.083974
"3565",0.156442
"3566",0.189421
"3567",0.225549
"3568",0.185521
"3569",0.162092
"3570",0.265081
"3571",0.181255
"3572",0.00517405
"3573",0.154671
"3574",0.212618
"3575",0.209763
"3576",0.358083
"3577",0.168522
"3578",0.193071
"3579",0.182107
"3580",0.238127
"3581",0.318952
"3582",0.220318
"3583",0.209133
"3584",0.257748
"3585",0.211461
"3586",0.283663
"3587",0.205537
"3588",0.275157
"3589",0.248255
"3590",0.221942
"3591",0.202983
"3592",0.196145
"3593",0.125366
"3594",0.206907
"3595",0.196865
"3596",0.211189
"3597",0.207923
"3598",0.314881
"3599",0.270265
"3600",0.149639
"3601",0.207601
"3602",0.203071
"3603",0.193866
"3604",0.0577819
"3605",0.231584
"3606",NA
"3607",0.265081
"3608",0.318071
"3609",0.321858
"3610",0.287625
"3611",0.258528
"3612",0.189881
"3613",0.208679
"3614",0.251693
"3615",0.340629
"3616",0.274736
"3617",0.274326
"3618",0.143213
"3619",0.109812
"3620",0.190716
"3621",0.134582
"3622",0.287333
"3623",0.286715
"3624",0.23402
"3625",0.24221
"3626",0.170307
"3627",0.15149
"3628",0.114861
"3629",0.251344
"3630",0.288745
"3631",0.0720403
"3632",0.0528564
"3633",0.144242
"3634",0.094799
"3635",0.195788
"3636",0.167375
"3637",0.108659
"3638",0.329954
"3639",0.32046
"3640",0.11489
"3641",0.328482
"3642",0.334198
"3643",0.252296
"3644",0.2628
"3645",NA
"3646",0.131259
"3647",0.140133
"3648",0.157099
"3649",0.194754
"3650",0.196828
"3651",0.138231
"3652",0.205443
"3653",0.18717
"3654",0.255846
"3655",NA
"3656",0.160136
"3657",0.206573
"3658",0.190778
"3659",0.259979
"3660",0.167259
"3661",0.161726
"3662",0.0947326
"3663",0.162104
"3664",0.153986
"3665",0.218906
"3666",0.165123
"3667",0.258016
"3668",0.176511
"3669",0.238752
"3670",0.203134
"3671",0.193248
"3672",0.194375
"3673",0.12962
"3674",0.162279
"3675",0.219675
"3676",0.239
"3677",0.266978
"3678",0.170245
"3679",0.20858
"3680",0.208911
"3681",0.246855
"3682",0.260762
"3683",NA
"3684",0.204269
"3685",0.266136
"3686",0.172872
"3687",0.215065
"3688",0.160631
"3689",0.15698
"3690",NA
"3691",0.488232
"3692",0.0230062
"3693",0.26166
"3694",0.262421
"3695",0.0769653
"3696",0.30895
"3697",0.341617
"3698",0.232171
"3699",0.136668
"3700",0.180233
"3701",0.274927
"3702",0.210763
"3703",0.238879
"3704",0.153416
"3705",0.141415
"3706",0.310689
"3707",0.349391
"3708",0.196559
"3709",0.173928
"3710",0.175942
"3711",0.175307
"3712",0.0852714
"3713",0.220471
"3714",0.164277
"3715",0.157857
"3716",0.138632
"3717",0.129882
"3718",0.172111
"3719",0.187217
"3720",0.158691
"3721",0.208341
"3722",0.229843
"3723",0.189298
"3724",0.245127
"3725",0.227585
"3726",0.201685
"3727",0.232861
"3728",0.21009
"3729",0.121666
"3730",0.128328
"3731",0.118299
"3732",0.169571
"3733",0.176057
"3734",0.148035
"3735",0.132977
"3736",0.196105
"3737",0.197977
"3738",0.0787978
"3739",0.21049
"3740",0.218419
"3741",NA
"3742",0.346624
"3743",NA
"3744",0.0788411
"3745",0.246298
"3746",0.166838
"3747",0.293077
"3748",0.224118
"3749",0.22017
"3750",0.219664
"3751",0.273235
"3752",0.224941
"3753",0.200258
"3754",0.218371
"3755",0.103241
"3756",0.130844
"3757",0.175897
"3758",0.252617
"3759",0.119523
"3760",0.257264
"3761",0.253576
"3762",0.178078
"3763",0.239503
"3764",0.248826
"3765",0.224045
"3766",0.014242
"3767",0.165346
"3768",0.22693
"3769",0.0482804
"3770",0.223271
"3771",0.191966
"3772",0.144273
"3773",0.209369
"3774",0.200455
"3775",0.209269
"3776",0.365404
"3777",0.144854
"3778",0.20738
"3779",0.284146
"3780",0.262662
"3781",0.327085
"3782",0.316752
"3783",0.225301
"3784",0.255866
"3785",0.0732038
"3786",0.204828
"3787",0.204346
"3788",0.170534
"3789",0.234546
"3790",0.238966
"3791",0.268083
"3792",-0.010206
"3793",0.205622
"3794",0.0764794
"3795",0.222354
"3796",0.268883
"3797",0.146439
"3798",0.127258
"3799",0.101388
"3800",0.0827294
"3801",0.184733
"3802",0.151969
"3803",0.138672
"3804",0.279843
"3805",0.291752
"3806",0.115373
"3807",0.209127
"3808",0.179026
"3809",0.11816
"3810",0.214492
"3811",0.206946
"3812",NA
"3813",0.0600666
"3814",0.156934
"3815",0.194886
"3816",0.122115
"3817",0.106845
"3818",0.0219194
"3819",0.176925
"3820",0.265303
"3821",0.0338658
"3822",0.223147
"3823",0.252402
"3824",0.13381
"3825",0.250512
"3826",0.170617
"3827",0.178079
"3828",0.149689
"3829",0.151117
"3830",0.377829
"3831",0.293965
"3832",0.271091
"3833",0.0856154
"3834",0.282394
"3835",0.309998
"3836",0.151963
"3837",0.269984
"3838",0.149288
"3839",0.122825
"3840",0.112679
"3841",0.215794
"3842",0.137102
"3843",0.224531
"3844",0.210218
"3845",0.2154
"3846",0.273301
"3847",0.327187
"3848",0.31356
"3849",-0.0852377
"3850",0.155368
"3851",0.233985
"3852",0.117548
"3853",0.140216
"3854",0.136655
"3855",0.13667
"3856",0.18551
"3857",0.208035
"3858",0.243388
"3859",0.270212
"3860",0.146406
"3861",0.117522
"3862",0.329834
"3863",0.389491
"3864",0.223907
"3865",0.296178
"3866",0.259445
"3867",0.295077
"3868",0.145625
"3869",0.145587
"3870",0.179948
"3871",0.127003
"3872",0.294232
"3873",0.309409
"3874",0.292223
"3875",0.0903676
"3876",0.239514
"3877",0.17044
"3878",0.219504
"3879",0.231143
"3880",0.110635
"3881",0.0816398
"3882",0.132702
"3883",0.15443
"3884",0.185881
"3885",0.0680519
"3886",0.0312559
"3887",0.280372
"3888",0.272879
"3889",0.0653593
"3890",0.269626
"3891",0.214528
"3892",NA
"3893",0.204055
"3894",0.223405
"3895",0.0933795
"3896",0.156008
"3897",0.159986
"3898",0.15872
"3899",0.159991
"3900",0.0858012
"3901",0.122245
"3902",0.298077
"3903",0.287679
"3904",0.0489901
"3905",0.246569
"3906",0.277995
"3907",0.414092
"3908",0.324428
"3909",0.190649
"3910",0.274822
"3911",0.216953
"3912",0.325675
"3913",0.373497
"3914",0.389659
"3915",0.201972
"3916",0.191882
"3917",0.289734
"3918",0.345053
"3919",0.242922
"3920",0.277368
"3921",0.288063
"3922",0.187544
"3923",0.237776
"3924",0.287275
"3925",0.218049
"3926",0.378606
"3927",0.3297
"3928",0.336217
"3929",0.328988
"3930",0.175381
"3931",0.346251
"3932",0.180469
"3933",0.186093
"3934",0.319916
"3935",0.19868
"3936",0.179449
"3937",0.242127
"3938",0.214028
"3939",0.186583
"3940",0.283449
"3941",0.2777
"3942",0.348575
"3943",0.226953
"3944",0.153033
"3945",0.477495
"3946",0.387859
"3947",0.494652
"3948",0.427296
"3949",0.331798
"3950",0.138948
"3951",0.170821
"3952",0.00609108
"3953",0.129386
"3954",0.19282
"3955",0.384641
"3956",0.375224
"3957",0.371327
"3958",0.122623
"3959",0.107629
"3960",0.111901
"3961",0.220711
"3962",0.292623
"3963",0.127233
"3964",0.139242
"3965",0.196229
"3966",0.250249
"3967",0.22627
"3968",0.0158117
"3969",0.0499773
"3970",0.310762
"3971",0.387124
"3972",0.182095
"3973",0.358447
"3974",0.349733
"3975",NA
"3976",0.268084
"3977",0.261107
"3978",0.131245
"3979",0.0820435
"3980",0.171316
"3981",0.00999132
"3982",0.19562
"3983",0.152018
"3984",0.224475
"3985",0.215077
"3986",0.262539
"3987",0.0234989
"3988",0.235476
"3989",0.243792
"3990",0.268181
"3991",0.28784
"3992",0.14615
"3993",0.199291
"3994",0.168054
"3995",0.193282
"3996",0.232593
"3997",0.38077
"3998",0.194115
"3999",0.0449896
"4000",0.205363
"4001",0.298257
"4002",0.154154
"4003",0.269458
"4004",0.17534
"4005",0.13046
"4006",0.174867
"4007",0.234009
"4008",0.151943
"4009",0.308752
"4010",0.226011
"4011",0.24529
"4012",0.226135
"4013",0.320213
"4014",0.309174
"4015",0.0681543
"4016",0.116353
"4017",0.141714
"4018",0.189984
"4019",0.118034
"4020",0.174616
"4021",0.199244
"4022",0.233037
"4023",0.216278
"4024",0.198653
"4025",0.362225
"4026",0.189844
"4027",0.159252
"4028",0.300407
"4029",0.402606
"4030",0.346912
"4031",0.353527
"4032",0.301137
"4033",0.237762
"4034",0.138682
"4035",0.239956
"4036",0.13586
"4037",0.203577
"4038",0.325119
"4039",0.311532
"4040",0.176519
"4041",0.120734
"4042",0.211901
"4043",0.112886
"4044",0.191961
"4045",0.316238
"4046",0.131612
"4047",0.111375
"4048",0.0874844
"4049",0.170406
"4050",0.144354
"4051",0.0476111
"4052",0.0260147
"4053",0.182328
"4054",0.321616
"4055",0.0834759
"4056",0.27663
"4057",0.344007
"4058",0.113903
"4059",0.208893
"4060",0.257979
"4061",0.166755
"4062",0.111344
"4063",0.12496
"4064",0.133186
"4065",0.133409
"4066",NA
"4067",0.119153
"4068",0.20858
"4069",0.276495
"4070",0.0533373
"4071",0.245055
"4072",0.2522
"4073",0.228694
"4074",0.207386
"4075",0.138495
"4076",0.216894
"4077",0.139674
"4078",0.190854
"4079",0.253009
"4080",0.318099
"4081",0.232445
"4082",0.0284268
"4083",0.166285
"4084",0.304533
"4085",0.15044
"4086",0.244892
"4087",0.198604
"4088",0.159708
"4089",0.145102
"4090",0.260591
"4091",0.170373
"4092",0.272642
"4093",0.212891
"4094",0.291165
"4095",0.171902
"4096",0.259466
"4097",0.229267
"4098",0.119811
"4099",0.116409
"4100",0.199202
"4101",NA
"4102",0.155474
"4103",0.158195
"4104",0.122259
"4105",0.235872
"4106",0.16806
"4107",0.251575
"4108",0.296093
"4109",0.123635
"4110",0.119232
"4111",0.269404
"4112",0.349381
"4113",0.334137
"4114",0.404739
"4115",0.256862
"4116",0.213953
"4117",0.117921
"4118",0.0777878
"4119",0.0597398
"4120",0.134069
"4121",0.273334
"4122",0.254482
"4123",0.251714
"4124",0.132983
"4125",0.177705
"4126",0.106419
"4127",0.232688
"4128",0.28735
"4129",0.126746
"4130",0.122051
"4131",0.0807294
"4132",0.161524
"4133",0.073617
"4134",0.00589851
"4135",0.0254229
"4136",0.242045
"4137",0.311768
"4138",0.109654
"4139",0.206746
"4140",0.241479
"4141",0.185858
"4142",0.202136
"4143",0.193539
"4144",0.110336
"4145",0.0942046
"4146",0.0952868
"4147",0.0809521
"4148",0.195992
"4149",0.153073
"4150",-0.0375353
"4151",0.2496
"4152",0.329074
"4153",0.0960248
"4154",0.455898
"4155",0.309036
"4156",0.361846
"4157",0.337506
"4158",0.0977968
"4159",0.268693
"4160",0.222491
"4161",0.232888
"4162",0.0967316
"4163",0.331197
"4164",0.167821
"4165",0.0756378
"4166",0.314527
"4167",0.297635
"4168",0.289034
"4169",0.310993
"4170",0.296884
"4171",0.259347
"4172",0.164957
"4173",0.273059
"4174",0.171189
"4175",0.332515
"4176",0.280185
"4177",0.296587
"4178",0.336711
"4179",0.270568
"4180",0.346425
"4181",-0.0396805
"4182",0.162026
"4183",NA
"4184",0.157055
"4185",0.153294
"4186",0.24524
"4187",0.147949
"4188",0.294645
"4189",0.18464
"4190",0.253057
"4191",0.274909
"4192",0.177174
"4193",0.170652
"4194",0.351098
"4195",0.356082
"4196",0.401043
"4197",0.34775
"4198",0.37806
"4199",0.191211
"4200",0.139453
"4201",0.0546417
"4202",0.214419
"4203",0.205881
"4204",0.313753
"4205",0.373025
"4206",0.258231
"4207",0.156388
"4208",0.111113
"4209",NA
"4210",0.312074
"4211",0.296462
"4212",0.424032
"4213",0.0601666
"4214",0.121443
"4215",0.12058
"4216",0.208599
"4217",0.139975
"4218",0.0487065
"4219",0.377755
"4220",0.373081
"4221",0.0272539
"4222",0.292459
"4223",0.431686
"4224",NA
"4225",0.255677
"4226",0.263371
"4227",0.168275
"4228",NA
"4229",0.273151
"4230",0.15785
"4231",0.191572
"4232",0.279216
"4233",0.147274
"4234",0.274845
"4235",0.273813
"4236",NA
"4237",0.176989
"4238",0.232074
"4239",0.277081
"4240",0.286925
"4241",0.289124
"4242",0.16008
"4243",0.154766
"4244",0.238411
"4245",0.26035
"4246",0.348196
"4247",0.393039
"4248",0.134121
"4249",0.434061
"4250",0.327425
"4251",0.228989
"4252",0.186734
"4253",0.252403
"4254",0.19196
"4255",0.237567
"4256",0.284848
"4257",0.205608
"4258",0.310623
"4259",0.298083
"4260",0.302654
"4261",0.286335
"4262",0.256737
"4263",0.331934
"4264",0.115422
"4265",0.217032
"4266",0.355444
"4267",0.233314
"4268",0.243039
"4269",0.1511
"4270",0.212335
"4271",0.230927
"4272",0.281763
"4273",0.225922
"4274",0.156609
"4275",0.319574
"4276",0.124558
"4277",0.32346
"4278",0.306976
"4279",0.301434
"4280",0.249223
"4281",0.25948
"4282",0.354706
"4283",0.158208
"4284",0.274713
"4285",0.203041
"4286",0.134233
"4287",0.245213
"4288",0.307686
"4289",0.291165
"4290",0.242145
"4291",0.146005
"4292",0.196024
"4293",0.202652
"4294",0.229471
"4295",0.173954
"4296",0.120397
"4297",0.173291
"4298",NA
"4299",0.0992597
"4300",0.241509
"4301",0.0243301
"4302",0.277999
"4303",0.376865
"4304",0.159343
"4305",0.308487
"4306",0.388149
"4307",0.232248
"4308",0.294199
"4309",0.297159
"4310",0.151456
"4311",0.148213
"4312",0.173588
"4313",0.0931101
"4314",0.162768
"4315",0.157254
"4316",0.197691
"4317",0.0828558
"4318",0.244373
"4319",-0.000575771
"4320",0.103112
"4321",0.0939829
"4322",0.0886911
"4323",0.173002
"4324",0.0480838
"4325",0.251028
"4326",0.0363252
"4327",0.0924062
"4328",0.102466
"4329",0.0847343
"4330",0.156321
"4331",0.0222717
"4332",0.0907449
"4333",0.118384
"4334",0.135261
"4335",0.136258
"4336",0.107666
"4337",0.0705309
"4338",0.0689327
"4339",0.106
"4340",0.0843496
"4341",0.149808
"4342",0.0684156
"4343",0.15186
"4344",0.121502
"4345",0.117731
"4346",0.164548
"4347",0.0523879
"4348",0.019986
"4349",0.11817
"4350",0.114741
"4351",0.0604909
"4352",0.145494
"4353",0.221175
"4354",0.044765
"4355",0.103977
"4356",0.038926
"4357",0.096924
"4358",0.0447072
"4359",0.0884002
"4360",0.0970106
"4361",0.140997
"4362",0.176444
"4363",0.161048
"4364",0.0842356
"4365",0.032035
"4366",0.0900772
"4367",0.0656052
"4368",0.115713
"4369",0.0774725
"4370",0.0991123
"4371",0.14088
"4372",0.0855478
"4373",0.0269299
"4374",0.105553
"4375",0.107033
"4376",0.153051
"4377",0.0727073
"4378",0.078264
"4379",0.0579768
"4380",0.0373581
"4381",0.087901
"4382",0.152118
"4383",0.0875041
"4384",0.0256632
"4385",0.103877
"4386",0.153005
"4387",0.0335113
"4388",0.120995
"4389",0.0939379
"4390",0.094131
"4391",0.0643006
"4392",0.115879
"4393",0.0654272
"4394",0.109067
"4395",0.0365891
"4396",0.0386904
"4397",0.0250368
"4398",0.0930386
"4399",0.0676793
"4400",0.181447
"4401",0.101059
"4402",0.101339
"4403",0.243078
"4404",0.221397
"4405",0.255022
"4406",0.0770352
"4407",0.0642623
"4408",0.167179
"4409",0.115906
"4410",0.215325
"4411",0.286881
"4412",0.12522
"4413",0.175968
"4414",0.0460982
"4415",0.265928
"4416",0.225475
"4417",0.116593
"4418",0.180123
"4419",0.132369
"4420",0.114402
"4421",0.0452862
"4422",0.163629
"4423",0.0410949
"4424",0.133443
"4425",0.121123
"4426",0.0736037
"4427",0.277635
"4428",0.33662
"4429",0.291765
"4430",0.0515928
"4431",0.0596411
"4432",0.263888
"4433",0.261498
"4434",0.0934811
"4435",0.0610834
"4436",0.0209442
"4437",0.160239
"4438",0.177776
"4439",0.0153568
"4440",0.169637
"4441",0.167053
"4442",0.0963714
"4443",0.191663
"4444",0.153555
"4445",0.109041
"4446",0.0858389
"4447",0.249729
"4448",0.249039
"4449",0.18939
"4450",0.0671362
"4451",0.231944
"4452",0.11518
"4453",0.136091
"4454",0.183609
"4455",0.19157
"4456",0.057885
"4457",NA
"4458",0.121363
"4459",0.238351
"4460",0.329841
"4461",0.0687473
"4462",0.00107746
"4463",0.0835414
"4464",0.0395945
"4465",0.156469
"4466",0.0589804
"4467",0.105205
"4468",0.179131
"4469",0.242312
"4470",-0.0115623
"4471",0.211272
"4472",0.287062
"4473",0.0858761
"4474",0.174479
"4475",0.0397084
"4476",0.156971
"4477",0.237571
"4478",0.212445
"4479",0.150795
"4480",0.0466671
"4481",0.131255
"4482",0.0291658
"4483",0.0120625
"4484",0.303289
"4485",0.0123596
"4486",-0.0053375
"4487",0.0345772
"4488",0.102225
"4489",0.0748132
"4490",0.0116977
"4491",0.247414
"4492",0.0567275
"4493",0.0772171
"4494",0.11196
"4495",0.0567464
"4496",0.120897
"4497",0.0553739
"4498",0.11861
"4499",0.0941484
"4500",NA
"4501",0.187853
"4502",0.0579756
"4503",NA
"4504",0.115001
"4505",NA
"4506",0.0970894
"4507",0.13243
"4508",0.0995304
"4509",0.130149
"4510",0.133479
"4511",0.118424
"4512",0.150642
"4513",0.134365
"4514",0.0385521
"4515",0.167258
"4516",0.0698883
"4517",0.17111
"4518",0.0850035
"4519",0.0601229
"4520",-0.0186962
"4521",0.164427
"4522",0.0625328
"4523",-0.00788295
"4524",0.107317
"4525",0.061747
"4526",0.0395346
"4527",0.101285
"4528",0.071004
"4529",0.149307
"4530",0.208284
"4531",0.0458222
"4532",0.10518
"4533",0.0529452
"4534",0.0621811
"4535",0.110338
"4536",0.0933825
"4537",0.110275
"4538",NA
"4539",0.0325276
"4540",0.0536164
"4541",0.069557
"4542",0.0664671
"4543",-0.012408
"4544",0.0892735
"4545",0.0783441
"4546",0.105585
"4547",NA
"4548",-0.0135248
"4549",0.0872512
"4550",0.00171648
"4551",NA
"4552",0.143947
"4553",0.141658
"4554",0.175898
"4555",0.182944
"4556",0.0166356
"4557",0.101787
"4558",0.085681
"4559",0.0390482
"4560",0.0533365
"4561",0.0689652
"4562",0.0318609
"4563",0.122543
"4564",0.112146
"4565",0.120493
"4566",0.172238
"4567",0.0986736
"4568",0.0415093
"4569",0.179041
"4570",0.0399899
"4571",0.0428742
"4572",0.228757
"4573",0.0455705
"4574",0.172909
"4575",0.0769356
"4576",0.195173
"4577",NA
"4578",0.113335
"4579",0.262745
"4580",-0.0343298
"4581",0.0645442
"4582",0.115382
"4583",0.166553
"4584",0.0374448
"4585",0.138375
"4586",0.136349
"4587",0.12393
"4588",0.00373511
"4589",0.0408203
"4590",0.0832023
"4591",0.0810658
"4592",0.0886336
"4593",0.0922419
"4594",0.0299078
"4595",0.455294
"4596",0.0142814
"4597",NA
"4598",0.127451
"4599",0.196066
"4600",NA
"4601",0.0684798
"4602",0.0337932
"4603",NA
"4604",0.176351
"4605",0.0653363
"4606",0.144752
"4607",0.0545028
"4608",0.0703954
"4609",-0.0053813
"4610",0.231255
"4611",0.237577
"4612",0.0618643
"4613",0.195645
"4614",0.0424821
"4615",0.112528
"4616",0.0454147
"4617",0.238404
"4618",0.117883
"4619",0.293123
"4620",0.0758933
"4621",0.175815
"4622",0.199816
"4623",0.016288
"4624",0.0647451
"4625",0.160683
"4626",0.221605
"4627",0.0101367
"4628",-0.00730719
"4629",0.042512
"4630",0.0152588
"4631",NA
"4632",0.0288839
"4633",0.0854024
"4634",0.169285
"4635",0.0569859
"4636",0.294318
"4637",0.374498
"4638",0.329337
"4639",0.115082
"4640",0.15286
"4641",0.0386731
"4642",0.0390409
"4643",0.0459681
"4644",0.232374
"4645",0.183767
"4646",0.0222937
"4647",0.313393
"4648",0.0715709
"4649",0.336022
"4650",0.363886
"4651",0.025331
"4652",0.27457
"4653",0.314561
"4654",0.17079
"4655",0.285982
"4656",0.183405
"4657",0.231973
"4658",0.167483
"4659",0.316294
"4660",0.328019
"4661",0.235322
"4662",0.156352
"4663",0.0613217
"4664",0.308729
"4665",0.375027
"4666",0.162526
"4667",0.204654
"4668",0.16326
"4669",NA
"4670",0.0980236
"4671",0.275871
"4672",0.240372
"4673",0.301233
"4674",0.271234
"4675",0.270176
"4676",0.18566
"4677",0.29643
"4678",0.303852
"4679",-0.0905497
"4680",0.104654
"4681",0.181021
"4682",0.111793
"4683",0.191423
"4684",0.200434
"4685",0.125658
"4686",0.220198
"4687",0.140722
"4688",0.157888
"4689",0.214482
"4690",0.112912
"4691",0.0910121
"4692",0.275212
"4693",0.25374
"4694",0.249896
"4695",0.304746
"4696",0.33561
"4697",0.228987
"4698",0.0515663
"4699",0.0761409
"4700",0.152547
"4701",0.252321
